label,mode,cyc,I,enable,op_a6_A,AN_a6_A,B_a6_A,Y_a6_A,op_a6_D,AN_a6_D,B_a6_D,Y_a6_D,op_a5_B,AN_a5_B,B_a5_B,Y_a5_B,op_a12_B,AN_a12_B,B_a12_B,Y_a12_B
t04_a6_A_k1,20,49,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,50,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,51,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,52,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k1,20,53,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,54,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,55,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,56,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,57,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,58,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,59,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k1,20,60,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,61,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,62,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,63,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k1,20,64,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,65,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,66,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,67,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,68,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,69,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,70,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k1,20,71,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,72,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,73,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,74,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k1,20,75,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,76,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,77,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,78,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,79,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,80,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,81,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k1,20,82,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,83,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,84,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,85,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k1,20,86,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,87,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,88,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,89,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,90,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,91,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,92,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k1,20,93,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,94,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,95,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,96,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k1,20,97,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,98,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,99,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,100,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,101,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,102,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,103,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k1,20,104,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,105,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,106,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,107,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k1,20,108,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,109,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,110,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,111,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,112,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,113,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,114,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k1,20,115,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,116,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,117,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,118,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k1,20,119,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k1,20,120,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,4,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k2,21,5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,7,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k2,21,9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,11,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,12,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,13,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,14,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,15,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k2,21,16,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,17,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,18,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,19,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k2,21,20,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,21,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,22,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,23,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,24,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,25,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,26,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k2,21,27,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,28,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,29,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,30,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k2,21,31,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,32,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,33,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,34,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,35,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,36,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,37,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k2,21,38,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,39,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,40,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,41,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k2,21,42,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,43,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,44,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,45,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,46,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,47,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,48,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k2,21,49,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,50,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,51,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,52,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k2,21,53,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,54,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,55,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,56,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,57,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,58,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,59,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k2,21,60,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,61,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,62,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,63,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k2,21,64,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,65,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,66,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,67,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,68,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,69,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,70,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k2,21,71,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,72,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,73,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,74,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k2,21,75,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,76,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,77,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,78,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,79,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,80,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,81,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k2,21,82,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,83,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,84,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,85,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k2,21,86,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,87,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,88,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,89,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,90,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,91,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,92,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k2,21,93,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,94,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,95,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,96,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k2,21,97,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,98,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,99,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,100,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,101,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,102,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,103,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k2,21,104,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,105,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,106,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,107,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k2,21,108,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,109,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,110,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,111,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,112,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,113,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,114,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k2,21,115,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,116,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,117,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,118,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k2,21,119,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k2,21,120,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,4,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k3,22,5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,7,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k3,22,9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,11,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,12,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,13,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,14,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,15,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
t04_a6_A_k3,22,16,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,17,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,18,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,19,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0
t04_a6_A_k3,22,20,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,21,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,22,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,23,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,24,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,25,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
t04_a6_A_k3,22,26,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
